ch,site,value
14.0,196427.0,0.452
14.0,697927.0,0.637
14.0,147949.0,0.926
14.0,483053.0,0.645
14.0,348052.0,0.634
14.0,285193.0,1.627
14.0,43146.0,0.131
14.0,682416.0,0.604
14.0,361769.0,0.508
14.0,588034.0,0.535
14.0,274514.0,1.89
14.0,627132.0,0.67
14.0,747124.0,0.147
14.0,336010.0,0.585
14.0,268091.0,0.848
14.0,487183.0,0.746
14.0,730209.0,0.432
14.0,459302.0,0.187
14.0,68538.0,0.3
14.0,148839.0,0.989
14.0,192591.0,0.855
14.0,735341.0,2.353
14.0,551854.0,1.784
14.0,742869.0,1.041
14.0,335955.0,0.345
14.0,735842.0,0.2
14.0,48957.0,2.449
14.0,594730.0,0.933
14.0,723181.0,0.349
14.0,371853.0,0.241
14.0,556543.0,1.512
14.0,317013.0,1.444
14.0,475457.0,0.21
14.0,327461.0,1.843
14.0,215431.0,1.943
14.0,690079.0,0.0553
14.0,593179.0,0.217
14.0,146277.0,1.668
14.0,328504.0,0.913
14.0,720082.0,1.739
14.0,56452.0,0.101
14.0,329771.0,1.56
14.0,764863.0,0.605
14.0,692886.0,1.038
14.0,254448.0,1.445
14.0,636626.0,0.894
14.0,699772.0,1.994
14.0,424336.0,1.129
14.0,510983.0,1.287
14.0,293417.0,1.098
14.0,438213.0,0.514
14.0,716203.0,0.591
14.0,73103.0,0.395
14.0,372267.0,0.32
14.0,370608.0,0.49
14.0,254584.0,2.518
14.0,645028.0,1.132
14.0,236114.0,1.318
14.0,61336.0,1.779
14.0,30244.0,0.273
14.0,162013.0,0.622
14.0,759689.0,1.181
14.0,117029.0,0.851
14.0,227016.0,1.091
14.0,26202.0,1.133
14.0,740850.0,0.64
14.0,575434.0,0.233
14.0,652779.0,1.656
14.0,568918.0,1.501
14.0,605428.0,1.489
14.0,669309.0,0.72
14.0,363940.0,0.45
14.0,109316.0,0.712
14.0,371531.0,1.31
14.0,475668.0,0.503
14.0,366085.0,1.586
14.0,114069.0,0.891
14.0,75150.0,0.998
14.0,405663.0,0.404
14.0,23043.0,0.88
14.0,636988.0,2.19
14.0,349643.0,1.271
14.0,590767.0,1.122
14.0,771509.0,0.406
14.0,645372.0,1.377
14.0,27404.0,1.34
14.0,306301.0,1.106
14.0,374122.0,0.264
14.0,236545.0,1.981
14.0,268131.0,0.454
14.0,372502.0,0.576
14.0,39427.0,1.693
14.0,723026.0,0.794
14.0,112981.0,0.462
14.0,402480.0,0.491
14.0,367753.0,0.548
14.0,645340.0,1.595
14.0,728301.0,0.554
14.0,278100.0,0.812
14.0,771508.0,0.414
14.0,406139.0,0.711
14.0,592420.0,1.255
14.0,420196.0,0.819
14.0,416181.0,1.409
14.0,624083.0,1.126
14.0,306557.0,2.587
14.0,42983.0,1.416
14.0,537295.0,0.616
14.0,478724.0,1.245
14.0,32609.0,1.939
14.0,516191.0,1.257
14.0,451392.0,0.792
14.0,417473.0,0.102
14.0,560320.0,0.931
14.0,715834.0,1.411
14.0,421559.0,1.917
14.0,484353.0,0.313
14.0,112841.0,1.753
14.0,124587.0,1.08
14.0,27896.0,0.641
14.0,347769.0,0.457
14.0,657877.0,0.824
14.0,25236.0,0.962
14.0,265366.0,3.762
14.0,229425.0,0.601
14.0,80067.0,1.152
14.0,204477.0,0.288
14.0,268367.0,2.365
14.0,689425.0,1.429
14.0,761758.0,0.393
14.0,353495.0,0.741
14.0,333915.0,0.748
14.0,431003.0,1.404
14.0,265998.0,1.009
14.0,188326.0,2.441
14.0,153101.0,1.195
14.0,353591.0,0.543
14.0,487258.0,1.125
14.0,45606.0,1.986
14.0,444347.0,1.207
14.0,269447.0,1.845
14.0,627889.0,0.406
14.0,159192.0,0.539
14.0,154994.0,0.0394
14.0,132760.0,0.21
14.0,635561.0,2.576
14.0,605686.0,0.132
14.0,699056.0,1.382
14.0,146453.0,0.639
14.0,742883.0,1.118
14.0,142427.0,0.179
14.0,314263.0,1.632
14.0,387411.0,0.312
14.0,335779.0,0.92
14.0,646893.0,1.457
14.0,174558.0,1.587
14.0,581821.0,0.336
14.0,123294.0,1.028
14.0,749984.0,0.831
14.0,347024.0,0.274
14.0,421149.0,1.124
14.0,350253.0,1.031
14.0,529906.0,0.55
14.0,603751.0,1.159
14.0,357998.0,2.246
14.0,313195.0,0.773
14.0,757833.0,1.04
14.0,343318.0,0.436
14.0,707666.0,0.567
14.0,294614.0,2.031
14.0,309775.0,1.88
14.0,593039.0,0.39
14.0,505754.0,0.349
14.0,231359.0,1.556
14.0,293729.0,0.451
14.0,460163.0,0.643
14.0,120057.0,0.572
14.0,489398.0,0.558
14.0,354623.0,1.57
14.0,421075.0,0.776
14.0,621247.0,0.693
14.0,169618.0,0.441
14.0,346619.0,1.76
14.0,133962.0,0.055
14.0,559785.0,0.711
14.0,581334.0,0.793
14.0,217130.0,0.039
14.0,478624.0,0.923
14.0,83506.0,0.699
14.0,498188.0,2.3
14.0,93478.0,0.52
14.0,83694.0,1.088
14.0,152040.0,0.739
14.0,355161.0,0.437
14.0,240046.0,0.854
14.0,290397.0,0.86
14.0,213155.0,0.897
14.0,382889.0,0.991
14.0,545928.0,0.233
14.0,428760.0,1.424
14.0,679882.0,1.167
14.0,617634.0,0.418
14.0,74250.0,0.584
14.0,256884.0,0.599
14.0,183688.0,0.642
14.0,592945.0,0.571
14.0,458935.0,0.35
14.0,378167.0,0.897
14.0,716002.0,0.228
14.0,509689.0,0.217
14.0,771566.0,0.279
14.0,449532.0,0.294
14.0,685009.0,0.812
14.0,190492.0,1.559
14.0,651140.0,1.428
14.0,361557.0,0.823
14.0,69201.0,1.317
14.0,381727.0,1.385
14.0,590534.0,0.84
14.0,82559.0,0.234
14.0,592277.0,0.685
14.0,22922.0,0.635
14.0,592920.0,0.686
14.0,591124.0,2.408
14.0,241700.0,1.8
14.0,194597.0,0.552
14.0,287259.0,0.449
14.0,688051.0,2.263
14.0,192171.0,0.771
14.0,58268.0,0.708
14.0,536594.0,0.929
14.0,779751.0,0.625
14.0,439861.0,2.615
14.0,454172.0,0.959
14.0,379915.0,0.415
14.0,749800.0,1.36
14.0,587673.0,1.367
14.0,634303.0,1.876
14.0,242458.0,2.094
14.0,297578.0,0.484
14.0,93220.0,0.662
14.0,210640.0,0.691
14.0,169867.0,0.498
14.0,685970.0,0.8
14.0,233994.0,0.833
14.0,218928.0,0.232
14.0,83413.0,1.05
14.0,618159.0,0.324
14.0,142004.0,2.329
14.0,711461.0,0.25
14.0,544241.0,0.986
14.0,255763.0,0.507
14.0,242159.0,1.687
14.0,399063.0,0.629
14.0,409045.0,1.229
14.0,133790.0,0.686
14.0,336245.0,1.164
14.0,389979.0,0.187
14.0,670924.0,1.322
14.0,457681.0,1.354
14.0,332791.0,2.193
14.0,94583.0,0.585
14.0,430784.0,1.299
14.0,468203.0,1.219
14.0,472572.0,0.617
14.0,358357.0,1.921
14.0,744002.0,0.475
14.0,461559.0,0.264
14.0,284549.0,1.976
14.0,103231.0,0.518
14.0,309280.0,1.117
14.0,560968.0,0.371
14.0,362373.0,0.553
14.0,476420.0,1.524
14.0,552512.0,0.775
14.0,711953.0,2.465
14.0,260009.0,0.645
14.0,225720.0,0.416
14.0,492030.0,1.21
14.0,759952.0,0.738
14.0,494657.0,1.345
14.0,341064.0,0.101
14.0,638225.0,0.645
14.0,636089.0,0.564
14.0,335710.0,0.733
14.0,195704.0,1.576
14.0,34141.0,1.564
14.0,391743.0,2.216
14.0,446862.0,0.427
14.0,706578.0,0.931
14.0,387041.0,0.8
14.0,432855.0,1.973
14.0,630712.0,1.236
14.0,313457.0,0.926
14.0,614945.0,0.662
14.0,455951.0,1.527
14.0,366957.0,0.865
14.0,625057.0,1.198
14.0,446252.0,1.805
14.0,628928.0,0.202
14.0,677216.0,0.569
14.0,371096.0,0.583
14.0,588139.0,0.683
14.0,134177.0,0.431
14.0,371944.0,1.656
14.0,435014.0,1.26
14.0,38921.0,1.155
14.0,186108.0,1.035
14.0,160602.0,0.328
14.0,577784.0,0.918
14.0,513932.0,0.427
14.0,199207.0,1.441
14.0,410407.0,1.238
14.0,580873.0,0.413
14.0,172915.0,1.428
14.0,742552.0,0.209
14.0,276044.0,1.601
14.0,262118.0,1.02
14.0,42021.0,0.496
14.0,778993.0,1.331
14.0,706594.0,0.884
14.0,70124.0,1.373
14.0,262791.0,2.168
14.0,320077.0,0.0923
14.0,434080.0,2.133
14.0,673544.0,0.838
14.0,497720.0,1.342
14.0,63382.0,0.358
14.0,763766.0,1.144
14.0,425102.0,3.032
14.0,636493.0,0.876
14.0,110823.0,0.661
14.0,680965.0,2.791
14.0,200851.0,0.785
14.0,433457.0,0.38
14.0,198016.0,1.624
14.0,292104.0,0.225
14.0,407371.0,1.709
14.0,660192.0,1.579
14.0,52468.0,1.299
14.0,277818.0,1.089
14.0,528296.0,0.589
14.0,332527.0,1.499
14.0,75758.0,1.111
14.0,479169.0,1.179
14.0,538803.0,0.592
14.0,427535.0,1.482
14.0,209798.0,1.339
14.0,542386.0,1.254
14.0,764516.0,0.309
14.0,372367.0,1.446
14.0,366671.0,0.413
14.0,526065.0,1.382
14.0,414112.0,2.413
14.0,576227.0,1.254
14.0,404515.0,1.599
14.0,263313.0,0.164
14.0,500879.0,0.234
14.0,148339.0,1.179
14.0,421919.0,1.072
14.0,764353.0,0.0843
14.0,713432.0,0.856
14.0,661077.0,1.888
14.0,514953.0,1.691
14.0,569252.0,1.674
14.0,224814.0,0.11
14.0,209778.0,1.292
14.0,619659.0,0.116
14.0,185293.0,0.0231
14.0,651658.0,1.061
14.0,656150.0,1.914
14.0,133857.0,0.319
14.0,465414.0,0.781
14.0,760659.0,0.436
14.0,113020.0,0.546
14.0,636648.0,0.555
14.0,637783.0,1.109
14.0,698786.0,0.868
14.0,699134.0,1.35
14.0,537257.0,0.808
14.0,507251.0,0.271
14.0,536300.0,0.575
14.0,184843.0,0.379
14.0,637941.0,1.593
14.0,90467.0,1.107
14.0,592948.0,0.532
14.0,461853.0,1.195
14.0,396264.0,0.694
14.0,737548.0,0.81
14.0,506495.0,1.706
14.0,658635.0,0.865
14.0,453615.0,0.848
14.0,644393.0,1.282
14.0,629344.0,1.297
14.0,378277.0,0.847
14.0,445980.0,0.863
14.0,444150.0,0.531
14.0,607265.0,1.891
14.0,674020.0,0.382
14.0,289348.0,2.08
14.0,348185.0,0.399
14.0,338409.0,1.656
14.0,447608.0,1.426
14.0,671242.0,0.893
14.0,651158.0,1.563
14.0,146708.0,0.0631
14.0,740161.0,1.41
14.0,449580.0,0.375
14.0,459596.0,0.412
14.0,43053.0,1.281
14.0,747281.0,0.491
14.0,46826.0,1.984
14.0,501600.0,2.854
14.0,754159.0,1.157
14.0,17495.0,0.566
14.0,719952.0,1.694
14.0,352238.0,0.195
14.0,315876.0,0.685
14.0,488613.0,1.418
14.0,214083.0,0.932
14.0,485506.0,0.42
14.0,686646.0,1.188
14.0,759733.0,0.481
14.0,739369.0,0.769
14.0,165154.0,0.837
14.0,725917.0,0.172
14.0,512014.0,1.576
14.0,262195.0,1.277
14.0,350686.0,0.637
14.0,112032.0,1.456
14.0,46354.0,0.532
14.0,83452.0,0.978
14.0,696841.0,0.578
14.0,274271.0,1.001
14.0,655722.0,1.552
14.0,724903.0,0.604
14.0,762076.0,1.649
14.0,232522.0,1.338
14.0,83839.0,1.452
14.0,762473.0,1.966
14.0,529716.0,0.116
14.0,594236.0,1.273
14.0,355292.0,0.476
14.0,244340.0,0.186
14.0,346837.0,4.029
14.0,712761.0,0.531
14.0,169937.0,0.341
14.0,294060.0,0.287
14.0,736248.0,0.405
14.0,201701.0,1.713
14.0,46494.0,2.037
14.0,225422.0,1.228
14.0,261796.0,1.734
14.0,434273.0,0.241
14.0,574847.0,1.614
14.0,195817.0,2.281
14.0,70942.0,1.056
14.0,113235.0,0.83
14.0,475546.0,0.509
14.0,141510.0,0.396
14.0,331185.0,1.945
14.0,338547.0,1.038
14.0,478752.0,1.292
14.0,80483.0,0.861
14.0,517108.0,0.201
14.0,661743.0,0.13
14.0,452367.0,0.473
14.0,779781.0,0.517
14.0,233113.0,1.33
14.0,587864.0,1.099
14.0,589446.0,0.984
14.0,341739.0,0.631
14.0,407657.0,1.763
14.0,504226.0,1.452
14.0,645386.0,1.266
14.0,110091.0,1.672
14.0,391626.0,0.543
14.0,106947.0,0.643
14.0,162445.0,0.619
14.0,427169.0,1.856
14.0,430460.0,0.343
14.0,419366.0,0.522
14.0,746485.0,0.109
14.0,651244.0,2.009
14.0,419608.0,1.975
14.0,665003.0,0.148
14.0,51138.0,0.42
14.0,84632.0,1.993
14.0,85150.0,0.939
14.0,175780.0,1.289
14.0,649386.0,1.899
14.0,555296.0,1.417
14.0,334565.0,0.835
14.0,94372.0,0.452
14.0,111422.0,0.735
14.0,646886.0,1.433
14.0,126472.0,1.14
14.0,171538.0,0.447
14.0,662872.0,0.34
14.0,77651.0,0.333
14.0,20366.0,0.529
14.0,410448.0,1.18
14.0,408418.0,3.056
14.0,86561.0,1.195
14.0,637288.0,0.829
14.0,474940.0,0.529
14.0,135906.0,0.28
14.0,40349.0,0.812
14.0,639006.0,0.055
14.0,164259.0,1.197
14.0,213615.0,1.526
14.0,277879.0,0.576
14.0,80421.0,1.263
14.0,302975.0,1.317
14.0,87723.0,1.516
14.0,257568.0,0.715
14.0,314153.0,1.832
14.0,606895.0,0.784
14.0,249273.0,1.753
14.0,643476.0,0.17
14.0,592769.0,0.474
14.0,744202.0,0.139
14.0,128184.0,1.663
14.0,236161.0,1.028
14.0,727587.0,0.652
14.0,32690.0,0.941
14.0,588624.0,0.562
14.0,355536.0,0.534
14.0,32124.0,1.314
14.0,158230.0,0.71
14.0,154993.0,0.0394
14.0,580931.0,0.582
14.0,43691.0,2.881
14.0,59849.0,0.599
14.0,697581.0,0.324
14.0,74584.0,0.779
14.0,169668.0,0.388
14.0,669618.0,0.355
14.0,477198.0,2.016
14.0,340357.0,0.607
14.0,456265.0,1.861
14.0,389071.0,0.203
14.0,293215.0,1.04
14.0,549292.0,0.367
14.0,468455.0,1.164
14.0,38314.0,0.975
14.0,489891.0,1.34
14.0,285811.0,0.953
14.0,400162.0,0.334
14.0,759554.0,1.717
14.0,380378.0,1.711
14.0,310339.0,0.506
14.0,714601.0,1.286
14.0,312132.0,0.609
14.0,121360.0,0.981
14.0,373061.0,2.247
14.0,633918.0,0.936
14.0,497814.0,1.421
14.0,232626.0,0.6
14.0,326311.0,0.926
14.0,596834.0,0.695
14.0,634986.0,1.616
14.0,616733.0,0.406
14.0,251863.0,0.131
14.0,183677.0,0.797
14.0,676856.0,1.135
14.0,365002.0,0.66
14.0,725417.0,0.996
14.0,128755.0,0.869
14.0,740308.0,1.054
14.0,635640.0,2.709
14.0,107201.0,0.684
14.0,297478.0,0.698
14.0,486704.0,0.0934
14.0,290433.0,0.852
14.0,319608.0,0.578
14.0,648584.0,0.449
14.0,508727.0,0.156
14.0,178232.0,0.428
14.0,617274.0,0.233
14.0,436726.0,0.327
14.0,551125.0,0.649
14.0,145608.0,0.331
14.0,619799.0,0.179
14.0,419426.0,0.287
14.0,67164.0,1.505
14.0,657582.0,0.421
14.0,461518.0,0.396
14.0,529293.0,1.086
14.0,165746.0,0.234
14.0,36075.0,1.926
14.0,123309.0,0.829
14.0,87372.0,0.519
14.0,707616.0,0.442
14.0,532250.0,0.604
14.0,117164.0,0.596
14.0,481122.0,0.334
14.0,375987.0,0.956
14.0,538351.0,0.825
14.0,231033.0,0.647
14.0,409292.0,1.231
14.0,445634.0,1.423
14.0,659847.0,1.008
14.0,209021.0,0.236
14.0,516890.0,0.148
14.0,124985.0,0.178
14.0,506974.0,0.67
14.0,757269.0,0.913
14.0,178695.0,0.333
14.0,445746.0,1.085
14.0,737410.0,0.976
14.0,131325.0,0.648
14.0,67245.0,0.725
14.0,220381.0,0.766
14.0,205540.0,1.668
14.0,248240.0,0.747
14.0,374317.0,0.309
14.0,320182.0,0.302
14.0,83794.0,1.343
14.0,186467.0,1.196
14.0,431518.0,0.326
14.0,467915.0,0.783
14.0,626209.0,0.241
14.0,122120.0,0.647
14.0,180369.0,0.879
14.0,310331.0,0.555
14.0,642859.0,1.147
14.0,734918.0,2.348
14.0,291626.0,1.01
14.0,455304.0,2.047
14.0,297644.0,0.609
14.0,149112.0,0.6
14.0,701627.0,1.306
14.0,348000.0,1.739
14.0,357634.0,0.955
14.0,691658.0,0.357
14.0,216818.0,0.966
14.0,139955.0,2.321
14.0,231759.0,0.427
14.0,526115.0,1.358
14.0,363109.0,0.498
14.0,67094.0,1.301
14.0,622831.0,0.425
14.0,46359.0,0.54
14.0,624342.0,1.07
14.0,385991.0,0.575
14.0,434417.0,1.09
14.0,584950.0,0.678
14.0,400997.0,0.521
14.0,677860.0,1.69
14.0,749408.0,1.854
14.0,424371.0,1.282
14.0,404643.0,2.04
14.0,203180.0,1.212
14.0,436342.0,0.49
14.0,94027.0,1.042
14.0,754834.0,0.647
14.0,107362.0,0.934
14.0,409863.0,1.569
14.0,427538.0,1.459
14.0,41594.0,2.009
14.0,61760.0,0.0394
14.0,694125.0,1.32
14.0,659624.0,1.556
14.0,288467.0,2.072
14.0,779824.0,0.67
14.0,472291.0,0.718
14.0,756399.0,1.659
14.0,447580.0,1.027
14.0,467195.0,1.086
14.0,348986.0,0.853
14.0,113786.0,0.912
14.0,74262.0,0.545
14.0,231849.0,0.287
14.0,335154.0,0.482
14.0,582613.0,0.832
14.0,260342.0,1.08
14.0,764906.0,0.647
14.0,578116.0,0.686
14.0,738224.0,1.154
14.0,60201.0,0.74
14.0,590883.0,1.336
14.0,149065.0,0.87
14.0,45046.0,1.666
14.0,366104.0,1.672
14.0,144519.0,1.862
14.0,109857.0,1.309
14.0,62959.0,0.41
14.0,275430.0,1.246
14.0,226755.0,1.146
14.0,763647.0,0.705
14.0,457265.0,0.218
14.0,180758.0,1.33
14.0,355860.0,1.837
14.0,628229.0,0.88
14.0,628251.0,0.85
14.0,126588.0,0.461
14.0,705646.0,1.907
14.0,439592.0,0.434
14.0,747691.0,0.986
14.0,257917.0,0.671
14.0,407427.0,1.897
14.0,495592.0,0.712
14.0,82972.0,1.332
14.0,274273.0,1.023
14.0,218019.0,1.682
14.0,686161.0,1.838
14.0,539393.0,0.99
14.0,620232.0,2.721
14.0,363901.0,0.194
14.0,516219.0,1.336
14.0,320825.0,1.497
14.0,109648.0,0.803
14.0,635500.0,0.378
14.0,384131.0,0.897
14.0,730005.0,2.244
14.0,416851.0,0.202
14.0,90755.0,1.471
14.0,54351.0,0.427
14.0,311321.0,0.994
14.0,377052.0,2.265
14.0,213781.0,0.654
14.0,624600.0,0.937
14.0,240697.0,1.259
14.0,308881.0,0.601
14.0,402969.0,0.696
14.0,172164.0,0.302
14.0,475509.0,0.431
14.0,526702.0,1.838
14.0,529618.0,0.498
14.0,483019.0,0.21
14.0,328126.0,1.49
14.0,175764.0,1.251
14.0,656189.0,3.132
14.0,638551.0,2.223
14.0,708552.0,1.823
14.0,734910.0,2.458
14.0,729739.0,2.218
14.0,758967.0,1.612
14.0,627639.0,0.281
14.0,466735.0,0.55
14.0,150790.0,1.995
14.0,440648.0,0.218
14.0,117252.0,0.263
14.0,719215.0,1.179
14.0,384333.0,0.569
14.0,323951.0,1.424
14.0,308961.0,0.664
14.0,714220.0,2.328
14.0,536277.0,0.53
14.0,188042.0,1.226
14.0,649813.0,1.103
14.0,402855.0,0.412
14.0,299104.0,0.859
14.0,529697.0,0.171
14.0,505887.0,1.455
14.0,480732.0,1.481
14.0,516967.0,1.52
14.0,37175.0,0.969
14.0,658232.0,0.605
14.0,50642.0,1.032
14.0,70298.0,1.752
14.0,205204.0,0.52
14.0,319852.0,2.088
14.0,74842.0,0.57
14.0,292594.0,1.82
14.0,63360.0,0.359
14.0,569313.0,1.972
14.0,195882.0,1.748
14.0,291946.0,0.116
14.0,50528.0,1.312
14.0,461672.0,0.242
14.0,623555.0,2.04
14.0,17391.0,0.507
14.0,763944.0,1.033
14.0,505638.0,0.286
14.0,591789.0,1.377
14.0,693546.0,1.825
14.0,121344.0,1.061
14.0,722331.0,0.836
14.0,53545.0,2.424
14.0,396556.0,1.978
14.0,623815.0,0.929
14.0,235976.0,0.352
14.0,595623.0,1.297
14.0,766505.0,0.932
14.0,559662.0,0.356
14.0,476825.0,0.374
14.0,715356.0,1.431
14.0,584826.0,0.628
14.0,120880.0,1.269
14.0,50111.0,0.528
14.0,40240.0,0.976
14.0,156750.0,0.613
14.0,500948.0,0.101
14.0,611779.0,0.246
14.0,161385.0,0.845
14.0,39535.0,2.177
14.0,43487.0,1.816
14.0,620515.0,1.889
14.0,463709.0,0.698
14.0,527461.0,0.88
14.0,299267.0,1.229
14.0,637748.0,1.1
14.0,74802.0,0.756
14.0,556632.0,0.886
14.0,372369.0,1.453
14.0,712621.0,1.49
14.0,672509.0,0.897
14.0,414610.0,1.559
14.0,366984.0,1.575
14.0,582757.0,2.485
14.0,705027.0,2.905
14.0,313854.0,0.588
14.0,529115.0,0.365
14.0,92349.0,2.233
14.0,143035.0,1.321
14.0,278515.0,0.83
14.0,576460.0,0.875
14.0,498886.0,0.179
14.0,142902.0,0.875
14.0,160862.0,1.155
14.0,231298.0,1.114
14.0,464837.0,0.359
14.0,58915.0,0.39
14.0,43313.0,0.32
14.0,313544.0,1.114
14.0,604334.0,0.0778
14.0,540335.0,2.451
14.0,763314.0,1.037
14.0,274075.0,0.849
14.0,155519.0,0.265
14.0,27539.0,0.598
14.0,288496.0,1.922
14.0,129689.0,1.557
14.0,377257.0,2.017
14.0,643478.0,0.17
14.0,507201.0,0.108
14.0,451121.0,0.654
14.0,394021.0,1.718
14.0,507419.0,0.333
14.0,374387.0,0.287
14.0,49049.0,1.56
14.0,396769.0,1.042
14.0,79680.0,0.494
14.0,71124.0,2.211
14.0,511235.0,0.381
14.0,229772.0,0.495
14.0,45575.0,1.947
14.0,132116.0,1.765
14.0,142002.0,2.259
14.0,46765.0,1.472
14.0,131591.0,0.968
14.0,143405.0,0.545
14.0,153011.0,1.142
14.0,71785.0,1.339
14.0,546587.0,0.497
14.0,111255.0,2.193
14.0,19242.0,2.104
14.0,121578.0,0.794
14.0,729817.0,1.49
14.0,296915.0,1.877
14.0,303529.0,0.335
14.0,706631.0,0.56
14.0,737392.0,0.992
14.0,534334.0,1.165
14.0,698621.0,0.786
14.0,72963.0,0.85
14.0,146792.0,0.0943
14.0,670655.0,0.796
14.0,176547.0,0.577
14.0,288710.0,2.749
14.0,59468.0,2.052
14.0,32228.0,1.771
14.0,592613.0,0.832
14.0,245940.0,2.146
14.0,265589.0,0.762
14.0,336082.0,0.655
14.0,117832.0,2.001
14.0,441012.0,1.457
14.0,204651.0,1.133
14.0,432569.0,0.462
14.0,556375.0,0.895
14.0,194433.0,0.615
14.0,484566.0,1.109
14.0,323642.0,0.2
14.0,603379.0,1.461
14.0,94910.0,0.474
14.0,731482.0,0.512
14.0,707897.0,1.469
14.0,36361.0,1.808
14.0,646903.0,1.449
14.0,46413.0,0.585
14.0,226797.0,1.036
14.0,671142.0,1.275
14.0,244919.0,1.097
14.0,158245.0,0.664
14.0,325874.0,0.492
14.0,730308.0,0.208
14.0,732226.0,1.077
14.0,297129.0,1.175
14.0,624958.0,0.784
14.0,362914.0,0.225
14.0,307541.0,2.147
14.0,725394.0,0.989
14.0,648904.0,0.217
14.0,470384.0,1.717
14.0,552281.0,0.607
14.0,741657.0,1.141
14.0,37476.0,0.17
14.0,174462.0,0.365
14.0,545757.0,1.597
14.0,368165.0,1.293
14.0,339997.0,1.531
14.0,220910.0,0.921
14.0,596538.0,1.105
14.0,400314.0,1.028
14.0,339621.0,0.675
14.0,586763.0,0.559
14.0,780611.0,1.27
14.0,228733.0,1.27
14.0,579253.0,0.745
14.0,366850.0,0.869
14.0,59744.0,1.196
14.0,488330.0,0.652
14.0,436152.0,0.358
14.0,446192.0,0.975
14.0,364686.0,1.068
14.0,446212.0,1.697
14.0,643057.0,0.352
14.0,35363.0,1.203
14.0,487351.0,1.579
14.0,53118.0,1.301
14.0,770187.0,0.154
14.0,653052.0,2.133
14.0,272759.0,1.309
14.0,657845.0,0.777
14.0,667161.0,0.645
14.0,161163.0,0.418
14.0,272960.0,1.326
14.0,541251.0,1.652
14.0,723672.0,1.189
14.0,764916.0,0.632
14.0,396557.0,1.971
14.0,342853.0,0.968
14.0,660181.0,1.586
14.0,31829.0,0.279
14.0,373922.0,1.06
14.0,176200.0,0.217
14.0,164335.0,1.138
14.0,477162.0,1.283
14.0,755878.0,1.086
14.0,518876.0,1.071
14.0,343495.0,0.0311
14.0,691124.0,1.807
14.0,44942.0,1.67
14.0,376339.0,0.831
14.0,496016.0,0.717
14.0,35953.0,1.65
14.0,85522.0,1.553
14.0,684782.0,1.581
14.0,284576.0,1.898
14.0,707159.0,0.359
14.0,764455.0,0.223
14.0,635466.0,0.169
14.0,499023.0,0.203
14.0,556573.0,1.152
14.0,591765.0,1.353
14.0,589145.0,0.824
14.0,185220.0,0.239
14.0,426794.0,0.317
14.0,743085.0,2.122
14.0,402564.0,0.23
14.0,552112.0,0.632
14.0,284098.0,1.297
14.0,243087.0,1.577
14.0,467056.0,0.101
14.0,161189.0,0.864
14.0,277636.0,0.614
14.0,699413.0,1.438
14.0,352127.0,0.263
14.0,273828.0,0.575
14.0,68268.0,0.855
14.0,384773.0,1.188
14.0,280650.0,1.203
14.0,637902.0,0.903
14.0,226823.0,1.037
14.0,212748.0,1.327
14.0,154345.0,0.98
14.0,251197.0,0.451
14.0,169100.0,0.647
14.0,161244.0,0.887
14.0,161997.0,0.575
14.0,555300.0,1.464
14.0,286211.0,0.281
14.0,435114.0,0.607
14.0,633789.0,1.272
14.0,171561.0,0.673
14.0,662745.0,0.147
14.0,645805.0,0.427
14.0,646049.0,1.544
14.0,19733.0,0.741
14.0,303012.0,1.665
14.0,342521.0,0.573
14.0,150218.0,1.294
14.0,716559.0,0.132
14.0,399487.0,0.812
14.0,597299.0,1.751
14.0,365887.0,1.198
14.0,225976.0,0.428
14.0,215079.0,0.711
14.0,427031.0,0.637
14.0,322190.0,0.265
14.0,313587.0,1.333
14.0,590621.0,1.478
14.0,93914.0,0.734
14.0,266076.0,0.626
14.0,509071.0,1.442
14.0,75486.0,0.28
14.0,129724.0,1.599
14.0,502364.0,2.97
14.0,182971.0,2.259
14.0,625122.0,1.228
14.0,550011.0,0.248
14.0,437251.0,0.661
14.0,525748.0,0.636
14.0,311298.0,0.939
14.0,357702.0,0.798
14.0,501912.0,2.673
14.0,261857.0,1.396
14.0,228254.0,1.301
14.0,394070.0,1.588
14.0,358486.0,2.242
14.0,390081.0,0.388
14.0,128527.0,0.723
14.0,193244.0,0.637
14.0,53001.0,1.424
14.0,625246.0,1.156
14.0,388111.0,0.396
14.0,365323.0,0.932
14.0,84037.0,0.132
14.0,492376.0,1.059
14.0,163380.0,0.814
14.0,103114.0,0.131
14.0,338556.0,1.045
14.0,127707.0,0.816
14.0,135211.0,2.085
14.0,121084.0,0.248
14.0,203408.0,0.677
14.0,723333.0,0.131
14.0,553135.0,0.632
14.0,191791.0,1.14
14.0,680455.0,0.356
14.0,508002.0,2.024
14.0,199562.0,0.711
14.0,568877.0,1.422
14.0,44992.0,1.874
14.0,548101.0,1.497
14.0,93821.0,0.525
14.0,364796.0,0.27
14.0,255076.0,0.254
14.0,340004.0,1.53
14.0,709645.0,1.049
14.0,226213.0,1.685
14.0,409528.0,0.837
14.0,82704.0,0.396
14.0,727239.0,1.428
14.0,174384.0,0.405
14.0,662385.0,1.968
14.0,740534.0,0.982
14.0,711692.0,1.931
14.0,759118.0,0.488
14.0,73544.0,0.109
14.0,662702.0,0.0844
14.0,134226.0,0.894
